id_film,Direccion,Guion,Puntuacion_IMDB,Puntuacion_Rottem,Duracion,Argumento
tt10038068,Bryce Christopher,Bryce Christopher,,76%,,"The North Pole is melting due to Global Warming and Santa must save it before it's too late. In order to do so, he seeks help from his estranged daughter (Sam) who works at the EPA. However, Santa's morals are tested entering the political world. As, he and Sam work together to get an extremely important environmental bill passed. Yet, in the end, he realizes that som... Leer todo"
tt10039232,Liam Cowles,Liam Cowles,,76%,,Three guys. Two fight it out for the last piece of pizza while the third chills out in the toilet.
tt10039976,Mykola Yeriomin,Mykola Yeriomin,,98%,,A bored man tries to change the channel.
tt10039632,Giles Greenwood,Jon Digby,,59%,,"9862 is a black , close-to-the-bone comedy which deals with issues of vulnerability and desperation and how people's problems can really escalate if they are not dealt with properly."
tt10045436,Michaël Estarque,Michaël Estarque,,59%,,Dirección
tt10044046,Charles Townsend,,,59%,,"A young man spends his day inside and separate from the world. An accident occurs, leaving him at the mercy of a package thief."
tt10048330,Luis Samra,Luis Samra,,89%,,Dirección
tt10049152,Alexander Cruz,Alexander Cruz,,89%,,"When Roy, an elderly Quebecois, suddenly keels over after an afternoon of hard drinking, his Filipina wife Ruby is left to figure out how she and her son Levi are going to survive."
tt10049172,Daniel Freeman,Daniel Freeman,,55%,,"Edison Jones, a small town street performer and visual artist, meanders through life while trying to build The Experimental Institute of Eastern Californiart. Through the lens of a documentarian, we see Edison in his hometown of Nevada City, California and later on a reflective road trip to Reno, Nevada."
tt10054310,Samuel Ely,Samuel Ely,,55%,,Dirección
tt10049898,Jon Escobar,Jon Escobar,,73%,,"Follows a middle aged mentally unstable man ""Jonny (Garage) Barnabus"" who attempts to create a DIY cooking show within his own garage with little to no money. The style and genre I aimed for in this project, follows the lines of dark comedy, satire and found footage."
tt10054002,Amanda Haas,Amanda Haas,,17%,,"Mallory finds out she is pregnant at her boyfriend's house party the night before their graduation. When she tells her boyfriend Sully, he is less than ecstatic. Their fears are pushed to the back burner when the couple is forced to take care of Sully's inebriated best friend Bob. Just when they think they've put him down for bed, he escapes his room into the world un... Leer todo"
tt10055198,"Nik Harper, Jesse Lamar High","Nik Harper, Jesse Lamar High",,17%,,An interview with Metta World Peace in 2011 leads to an impromptu discussion about teeth.
tt10056070,Ulrich Laven,Lutz Debus,,17%,,Dirección
tt10052452,William Stancik,William Stancik,,17%,,"A man goes with his friends to bury his dog in the woods, where they encounter a malevolent resident."
tt10059226,Coralie Majouga,,6.4,93%,23min,"Tomorrow they'll be in Africa, where their father wished to move back ; so today, Mathis and Antoine go to Paris. A day to say goodbye, roam the town, understand homecoming and mainly learn to discover each other..."
tt10061802,Kevin Yee,Kevin Yee,7.8,00%,6min,Comedian Kevin Yee makes a short film about making a short film.
tt0448115,David F. Sandberg,"Henry Gayden, Darren Lemke, Bill Parker",7.0,00%,2h 12min,
tt0448115,David F. Sandberg,"Henry Gayden, Darren Lemke, Bill Parker",7.0,90%,2h 12min,
tt0800325,Jeff Tremaine,"Rich Wilkes, Amanda Adelson, Tommy Lee",7.0,37%,1h 47min,
tt10003806,Mahadev Tripathi,Bishesh Panta,,37%,,Dirección
tt10002544,Matías Nicieza,"Séchu Sende, Matías Nicieza",,37%,,Dirección
tt10006270,Tilde Harkamp,"Claudia Boderke, Lars Mering",4.9,57%,1h 32min,"Single mom Eva goes on a weekend of hotel, sauna, bikini wax and pheasant hunting with her ex's cute, young girlfriend, Bella, and their married friend, Marlene, so she can have an affair there. Nothing goes as planned."
tt10002862,Wayne Kelly,"Keith Large, Maria Smith",,57%,,"When lovers, husband, sister, wife and mother all share their guilt through the same bunch of flowers, anarchic chaos ensues."
tt10007352,Onur Aldogan,Ömer Fikret Sen,,57%,,Dirección
tt10006208,Eric Raunio,Eric Raunio,7.0,57%,3min,An aspiring picture artist goes to great lengths to produce just the right pieces for his upcoming show. Break a leg.
tt10008526,Jasmine Lindemann,C.J. Lazaretti,,57%,,A sceptical talk show host interviews Jesus Christ to find the truth behind his most famous miracles.
tt10009030,"Stephen Cedars, Benji Kleiman","Stephen Cedars, Benji Kleiman, Scott Yacyshyn",5.8,94%,1h 36min,"After status-obsessed teen Sara has sex for the first time, she wakes up the next day nine months pregnant-with an alien."
tt10010132,Jess Taylor,,,20%,,Dirección
tt10006250,Adil Zubair,Adil Zubair,,33%,,Dirección
tt10008568,Laurence Unger,Laurence Unger,,00%,,"A reformed taxidermist resurrects taxidermy animals with chaotic consequences in this all-female silent film. Created through improvisation and play with six young actors from 4 to 12 years old, this kitsch comedic fable invites viewers to re-think what little girls are made of."
tt10008984,,Hugo,8.5,00%,2min,Yves goes to the lavatory to wash his clothes. His wife rings him and the wreath because he forgot to take the laundry soap. Yves will he get out of it?
tt10009474,Paul Burger,Paul Burger,5.7,00%,6min,A couple tries to spice up their love life by inviting an old friend back into the bedroom.
tt10011302,"Ian Cheney, Martha Shane",,5.9,80%,1h 21min,"Emojis are a worldwide phenomenon, with some arguing that these smiling poops and heart-eyed faces are on the verge of actually becoming their own language. Who, if anyone, is in charge of this new global digital language?"
tt10009434,Kenneth R. Frank,Kenneth R. Frank,5.3,80%,1h 21min,One man learns to die. Another man learns to live.
tt10011336,Sasie Sealy,"Banban Cheng, Sasie Sealy",6.3,96%,1h 27min,
tt10012688,"Devon Perez, Hart Perez","Devon Perez, Hart Perez",,96%,,Irish Splash is a short film that reimagines whiskey as a cooking condiment.
tt10013072,Brendan Mitchell,,6.7,83%,1h 18min,YouTubers Brendan Mitchell and his pint-sized sidekick Gabriel Mercado make their long-awaited return to Sin City. They double-down with new crew members and a mysterious fanny pack.
tt10010836,Nathan Raine,Nathan Raine,,83%,,Dirección
tt10011244,Nick Gatsby,Nick Gatsby,5.6,83%,51min,The Tenant continuously fails to escape his deadly apartment in under 5 minutes.
tt10010790,Bobby Friedman,Bobby Friedman,,83%,,"Life is kind of funny sometimes. ""Under Cover Comic"" is the story of a family man who, after a strange brush with death, decides to pursue stand-up comedy. In the film, he grapples with push and pull between family, passion, and the frailty."
tt10009332,Logan Yuzna,,,83%,,Dirección
tt10015432,Sergey A.,Sergey A.,7.1,90%,50min,"The main character named Dima Maslennikov is sent to the eerie forest to shoot the next episode of his show. However, the filming is not going according to plan. The flock of bloodthirsty sharks started hunting at Dmitriy."
tt10014298,Arepo,"Arepo, Alberto Bona, Federico Cicardi",,73%,,A relaxing walk in the countryside unexpectedly turns into an existential mystery.
tt10019160,Hayley Tibbenham,Hayley Tibbenham,,83%,,"When Alice, a plus-sized, jaded and seemingly insecure teenage girl, moves to a small town in northern Michigan, she develops a budding romance with Elliot, a sunny high school golden boy. However, this romance quickly leads to the discovery that she is not some washed-out stereotype, but something farthest from it."
tt10016376,Ambika Leigh,Jason Lesner,,83%,,A quiet and socially awkward introvert finds his life turned upside down when a loud and gregarious homeless man invades his favorite lunch spot and opens up about his sex life.
tt10017956,Qasim Khallow,"Sumit Gupt, Qasim Khallow",6.8,83%,1h 50min,
tt10021774,Paul Seligmann Jordan,Paul Seligmann Jordan,,83%,,"Monica's an ambitious, socially awkward, private practice lawyer married to Farah, her brilliant (but messy) family therapist wife. Their marriage is normally a comedy act and the lesbian dating app Cuddles, is about to turn their already zany lives upside down."
tt10022374,Faisal Al-Jadir,Faisal Al-Jadir,,95%,,A director of a failing theatre company finds himself in a quandary after he uncovers a sinister plot.
tt10021478,Subash Koirala,"Aakash Baral, Binod Khatiwada, Subash Koirala",7.8,95%,2019,Dirección
tt10021302,Maximilian Mena,Maximilian Mena,,95%,,"During the height of festive consumerism, Holly, a young, optimistic cracker-maker uses her twisted sense of humour to rebel against the reigns of corporate tyranny. In an effort to make her voice heard above the carols of factory rationalisation, Holly defaces the traditional festive joke causing a chain of adversity."
tt10021796,Kyanna Mai-Lee Bosworth,,,95%,,Dirección
tt10020682,Barry Brewer,Barry Brewer,7.4,95%,1h 18min,Taped in front of two sold out crowds at the Studebaker Theater in his hometown of Chicago; this stand up comedy special is the culmination of Barry's real life experiences interwoven with over fifteen years as a stand up comic.
tt10021294,Kyanna Mai-Lee Bosworth,,,59%,,Dirección
tt10020950,Aaron Sheer,Aaron Sheer,,49%,,"Two friends struggle to premiere their long awaited and Off-Off-Broadway musical ""Teenage Jesus."""
tt10021090,Kieren Springthorpe,Kieren Springthorpe,,49%,,A down on his luck writer with nowhere to turn moves into a share house filled with questionable characters.
tt10021640,Kyanna Mai-Lee Bosworth,,,49%,,Dirección
tt10021364,Kyanna Mai-Lee Bosworth,,,49%,,Dirección
tt10021464,Ramsharan Pathak,,,49%,,Dirección
tt10022014,Natalie Denise Sperl,Natalie Denise Sperl,,49%,,"What happens when an actress, model and rock star turns the camera on herself? Watch ""The Sperligirl Show"" only on Natalie Denise Sperl Youtube Channel."
tt10022148,Dimiter Dimitroff,Dimiter Dimitroff,8.1,71%,13min,There is something that comes after you die and before you meet your maker. Paperwork.
tt10021758,Kyanna Mai-Lee Bosworth,,,71%,,Dirección
tt10021686,Colburn South,,,71%,,Dirección
tt10021716,Kyanna Mai-Lee Bosworth,,,71%,,Dirección
tt10021688,Tony Tale,Tony Tale,,71%,,The most powerful villains return to claim new chapters as Tony reclaims his spot in the fight.
tt10022384,Tosca Musk,"Joany Kane, Jodi Ellen Malpas",5.5,71%,2h 6min,
tt0446792,Abbi Lake O'Neill,Abbi Lake O'Neill,7.7,42%,2020,"Kate McCarthy, a former teen sitcom star who trashed her life through drug abuse, is forced to live, fresh out of rehab, on the one remaining piece of property, her business manager, Charlie has kept out of foreclosure - a run-down apartment building in east L.A. With her one remaining trendy friend, Claire, who's still an addict and trapped in a loveless marriage, th... Leer todo"
tt0805647,Robert Zemeckis,"Robert Zemeckis, Kenya Barris, Guillermo del Toro",5.4,49%,1h 46min,
tt10004368,Piotr Domalewski,Piotr Domalewski,7.0,00%,1h 38min,
tt10005078,,Laurence E. Gibbs,,00%,,Two Social Media influencers are dieing to try the new RED NIGHT challenge. Will they be successful or will they end up a victim of social insecurity?
tt10005772,Michael Shumway,Lex Hogan,8.0,60%,2020,"A farmer wakes up one morning to an unexpected apocalypse. As the last man alive, he decides to throw caution to the wind and start living his very best life."
tt10011184,Stanislav Shelestov,Stanislav Shelestov,,60%,,Two guys decide to become bloggers. In order to get views and likes they take some experimental military pills which deprive them of any sense of pain. But it goes too far.
tt10011184,Stanislav Shelestov,Stanislav Shelestov,,27%,,Two guys decide to become bloggers. In order to get views and likes they take some experimental military pills which deprive them of any sense of pain. But it goes too far.
tt10014322,Horace Chan,Robin Dillon,,60%,,Dirección
tt10015802,Tye Banks,"Bo Alambis, Ampston Hews, Brian Isley",9.2,60%,46min,Liquor House Comedy presents the Big 3 featuring stand up comedians Brian Isley (New York's Apollo Theater) Bo Alambis and Ampston Hews. None of these three comedians are a like. They all bring a unique style of stand up comedy.
tt10021472,Christopher Logan,Christopher Logan,,60%,,"Moonboy is a catalyst in other people's lives to grab onto joy. Through a series of vignettes, his unabashed joy sparks positive changes in the lives of the people he encounters."
tt10023150,Jan Kounen,"Fabrice Roger-Lacan, Jan Kounen, Vincent Lindon",5.3,00%,1h 44min,
tt10032352,Jenna Harder,Jenna Harder,,00%,,A darkly comedic look at a day in the life of a struggling actor and the unique ways she deals with the pressures of the industry.
tt10036476,"Sara Muñoz Bautista, Rebeca Lasheras","Sara Muñoz Bautista, Rebeca Lasheras",,00%,,Dirección
tt10035666,Patrick Neff,Patrick Neff,9.7,00%,16min,Jayne and her team are assigned to rework the all-important Wellington Proposal by 6:00am. Setbacks and complications result in a hilarious race to the finish line.
tt10039354,Moa Gammel,"Henrik Engström, Mattias Grosin, Martin Widmark",5.2,00%,1h 22min,Lasse and Maja have had their detective agency shut down by the police chief when a customer ask for help to prove her father is innocent of the train robbery he was convicted of. Lasse and Maja now see their great chance to show off.
tt10049262,Theodore Boborol,"Daisy Cayanan, Marionne Dominique Mancol",4.7,00%,1h 47min,It follows Pat Reyes who is a hardworking hostel manager and online vegetable seller who trains her boss' hardheaded and exiled grandson as a hostel employee.
tt10054316,Sam Macaroni,"Sam Macaroni, Sean Bishop, Troy Duffy",4.4,00%,1h 24min,
tt10051088,Johannes Naber,"Oliver Keidel, Johannes Naber",6.9,71%,1h 48min,
tt10054604,Robert L. Parker III,"Crystal Harris, Robert L. Parker III",3.5,71%,1h 51min,"Four single women reunite together after not seeing each other in so many years. When they meet they discover that they haven't changed much. While together they have wild parties, drinking, dancing and other fun activities. Starring Kaymecia Garvins, Marie Richards, Robin Lee Nina Holley, Ronrico Albright and Tony Terry."
tt10058888,Elena Altman,John Romanos,,71%,,"Money Bags, Guns, Baseball Bats... A Robbery Gone Bad but Who's Fault Is It?"
tt10061048,Caitlin Carleton,Caroline Newton,8.6,71%,19min,The story of three horse girls as they prepare for the annual Calypso Township Model Horse Competition.
tt10060772,Andrew Putschoegl,Sam Harris,8.7,00%,1h 53min,"A live recording of Sam Harris's award-winning one-man musical performance, tracing his rise to stage stardom."
tt10073872,Marlon Morales,Marlon Morales,,65%,,Dirección
tt10077544,Icíar Bollaín,"Icíar Bollaín, Alicia Luna, Lina Badenes",6.4,00%,1h 37min,
tt10079448,Collin Levin,"Nicolai Dorian, Collin Levin, Nicholas Tuttle",7.6,00%,1h 33min,"A young jazz guitarist, Jazzen Goodman, dreams of becoming a jazz legend. He hires his best friend Dylan to film him on his journey through the jazz world."
tt10085194,Eric Edwards,Eric Edwards,,00%,,Dirección
tt10085786,Brendan Gallogly,Brendan Gallogly,,81%,,Dirección
tt10092172,Malte Wirtz,Malte Wirtz,,40%,,"By accident Bastian meets Isabell in the elevator, he writes secretly his telephone number on one of her cigarettes. In the morning she smokes the cigarette and accidentally destroys the chance to contact him again. She goes to a radio station of which she knows he is listening to, but in the very second she talks on the radio to him he gets a phone call and doesn't h... Leer todo"
tt10095308,Kelly Oxford,Kelly Oxford,6.2,82%,1h 34min,
tt10097312,Jun Geng,"Jun Geng, Bing Liu",5.6,82%,1h 58min,
tt10098080,"Ben Mc, Cullough","Ben Mc, Cullough",,72%,,Slippy the Soap yearns for a life outside his bathtub. But when his dreams slip down the drain he's forced to journey through a wild and treacherous labyrinth.
tt10098084,Millicent Malcolm,Millicent Malcolm,,72%,,"In the face of a demeaning request from her misogynistic boss, a hardworking young lawyer must decide whether to stick up for herself or keep living in her imagination."
tt10100678,"Thomas Ancora, Grégory Beghin",Thomas Ancora,5.8,72%,1h 29min,"Simon, Mehdi and Fred, 3 childhood friends are invited to the funeral of Juan, a former school mate, who has a last wish: he wants the boys to start a ""Losers Revolution"" and seek revenge on their high school bullies."
tt10102402,Marian Crisan,"Gabriel Andronache, Marian Crisan",6.4,45%,1h 33min,"A high-profile politician running for the EU Parliament meets a tractor driver, teaming up during the election campaign in a small Romanian town."
tt10101588,André Mileti,André Mileti,,45%,,The hero of a terrible action film realizes he's fictional and tries to escape with the help of a mysterious filmmaker.
tt10101588,André Mileti,André Mileti,,27%,,The hero of a terrible action film realizes he's fictional and tries to escape with the help of a mysterious filmmaker.
tt10104502,Addison Binek,"Stephen Albers, Addison Binek, Greg De, Liso",6.4,45%,1h 4min,A killer gorilla escapes from the Detroit Zoo and goes on a murdering spree.
tt10110614,Christos Nikou,"Christos Nikou, Stavros Raptis",6.8,93%,1h 31min,
tt10106082,Eduardo M. Clorio,"Paco Arriagada, Karla Coronado, Idalia Damián Azcoitia",7.3,93%,1h 37min,
tt10111114,Dusty Mitchell,Dusty Mitchell,,93%,,"In an effort to get a quick fix to low confidence issues, Mr. Adler seeks the help of a counselor with questionable methods. It's all business as usual for Mr. Psychiatrist."
tt10111180,Alejandro Montoya Marín,Alejandro Montoya Marín,7.4,83%,1h 30min,"Set in the days leading up to the year 2000, friends Kelly and Miguel - along with the rest of the world - find themselves facing mounting pressures and the harsh realities of their futures."
tt10116558,Abhishek Samariya,Abhishek Samariya,,83%,,"A surreal dark comedy, set at a funeral, narrated by a cat."
tt10123682,Calyx Passailaigue,"Calyx Passailaigue, Richard Walters",,83%,,"Chad is a pretentious white Jamaican film director. With his ragtag Caribbean cast and crew, he aims to shoot a highbrow social drama called ""Brothers in Babylon."""
tt10123698,Ruben Alves,"Élodie Namer, Ruben Alves, Cécilia Rouaud",6.4,83%,1h 47min,
tt10122486,Rocko Zevenbergen,Rocko Zevenbergen,7.1,90%,1h 47min,"After a moment of total teenage angst, a young punk finds himself at odds with a psychedelic monster of his own creation."
tt10126434,Josh Ruben,Josh Ruben,5.7,84%,1h 44min,
tt10131028,Leslie Thomas,Leslie Thomas,4.1,84%,1h 30min,An ensemble relationship comedy about a young couple whose marriage is in crisis. Their therapist prescribes a weekend of total honesty - the same weekend they're going to the country with close friends for a blowout good time.
tt10131078,Analisa Robertson,"Sandra Lucas, Sara Vitale",,84%,,"Two straight-laced female cops, on a stakeout, who get bored and decide to smoke a confiscated joint. They find themselves in an altered state and discover that they have more in common than they thought."
tt10136110,Mustafa Ozgun,Mustafa Ozgun,,84%,,Dirección
tt10135484,Anastasi Soldatenkova,Anastasi Soldatenkova,,84%,,Two students rent an apartment in the city. Their meeting was happenstance. Freedom unfolds in a rather different way through the perspective of a roommate.
tt10135262,Gia Milani,Gia Milani,,84%,,"A surrealist, stylized, comedic short film about a disliked dead man as seen through the eyes of his equally disliked daughter-in-law. And shoes. A lot of shoes."
tt10143308,Mélissa Drigeard,"Mélissa Drigeard, Vincent Juillet",5.4,85%,1h 41min,
tt10149080,Marvick Eduardo Núñez Aguilera,"Charbel Harp CalderoníAcán Coen, Andrew Foley",6.3,85%,1h 29min,
tt10149080,Marvick Eduardo Núñez Aguilera,"Charbel Harp CalderoníAcán Coen, Andrew Foley",6.3,27%,1h 29min,
tt10151804,Harrison Houde,"Harrison Houde, Dakota Daulby, Lino Meoli",,17%,,"An experimental exploration of an artist's innocence, BLUE finds a way to see the outside world for the first time with the help from an eccentric therapist."
tt10152722,Bettina Oberli,"Cooky Ziesche, Bettina Oberli, Thomas Ritter",6.4,71%,1h 51min,"Wanda, a Polish woman, takes care of 70-year-old Joseph in his family villa on the lake. She is always there for him and also helps his wife Elsa. The work is poorly paid, but Wanda needs the money for her family."
tt10155378,Aileen Sheedy,"Maren Curtis, Kevin Swanson",,71%,,"After a failed attempt to reconnect, a gamer's frustrated wife decides to build him a game of her own with real-life stakes."
tt10155378,Aileen Sheedy,"Maren Curtis, Kevin Swanson",,27%,,"After a failed attempt to reconnect, a gamer's frustrated wife decides to build him a game of her own with real-life stakes."
tt10157810,Petter Holmsen,Karsten Fullu,4.7,71%,1h 27min,"Everything that can go wrong goes wrong when care free ski bums, frustrated cabin owners, skiing Danes and partying youngsters team up on a Norwegian mountain resort with a very absent hotel manager."
tt10161886,Ryan Murphy,"Bob Martin, Chad Beguelin, Matthew Sklar",5.9,54%,2h 10min,
tt10166648,Samantha Nolte,"Bobby Mc, Gruther",,80%,,"After being gone for eleven years, a burnt out hardcore vocalist returns to his small, New Jersey hometown, in the wake of his father's death during the holidays."
tt10167478,Cole Ryan Brewer,Jacob Douglas Wolfe,,80%,,Three men stranded in the desert attempt to recreate Burning Man.
tt10168672,Stefano Mordini,"Filippo Bologna, Riccardo Scamarcio, Stefano Mordini",4.8,80%,1h 28min,"From campy lies to sexy surprises, this collection of vignettes captures the follies of several men as they fumble with fidelity and relationships."
tt10165742,Kasey Quinn,Kasey Quinn,, 8%,,Shelly's special night goes awry when an unexpected visitor arrives.
tt10171474,Joel Junior,Joel Junior,6.7,15%,15min,"Tyler is a hyper-intelligent 9-year-old boy, who has no shame on being himself. On an ordinary lunch, he talks about his new crush, causing an unexpected reaction on his older brother, Daniel."
tt10174310,Milda Baginskaite,Milda Baginskaite,,15%,,"When no one shows up at her birthday party, eighteen-year-old Agnès makes all the wrong choices."
tt10171574,Marc Muñoz,"Marc Muñoz, Iván Serra",,36%,,Dirección
tt10182460,Yan Fisher-Romanovsky,Omri Rose,9.4,73%,2020,"Two Jews in the holy land attempting to flee the chaos of the 3rd Crusade come across an unconscious Crusader on a lonely desert road, and a comedic encounter ensues as they debate whether to help him, kill him, or ignore him all together."
tt10182416,Brandon Colby Cook,"Ray James, Violetta Pioro",,41%,,"Stuck in the friend zone, a young woman secretly attempts to win her BFF's heart by helping him hatch a scheme that will end his cheating fiancée's steamy affair."
tt10196398,Albert Dupontel,"Albert Dupontel, Marcia Romano, Xavier Nemo",6.7,59%,1h 27min,
tt10199238,Jovan Atanackovic,Jovan Atanackovic,,59%,,"A 15 year old girl who wants to be a famous instagram model, a 35 year old guy with a fetish and how their worlds collide."
tt10199854,"Dáire Mc, Nab","Dáire Mc, Nab",,59%,,Dirección
tt10204998,Andrew Burdette,Andrew Burdette,5.1,59%,1h 5min,
tt10225420,Juanjo Martínez,Juanjo Martínez,,57%,,A man travels between parallel universes through his consciousness.
tt10225726,Juanjo Martínez,Juanjo Martínez,,62%,,A group of police officers close to being fired will try to solve the murder of a young model.
tt10225726,Juanjo Martínez,Juanjo Martínez,,91%,,A group of police officers close to being fired will try to solve the murder of a young model.
tt10229024,Dan Whitehead,Dan Whitehead,,62%,,"Tom is a 20 something guy who just finds himself lost. He graduated from college where he followed his passion for four years, and now can't seem to convince anyone he's right for them. Through his struggles, Tom learns about the challenges of life, and the uncertainty of what's to come."
tt10228512,Dale Nicholls,Dale Nicholls,,22%,,"Absurdist dark comedy. A fevered fairy tale in five parts. Sam (Vivian Bang) is having a bad day. Violent haircut, fascist parents, Irish fentanyl dealer, nightmare first date. Sam needs a win."
tt10229192,Brooke Trantor,"Kate Morgan Chadwick, Brooke Trantor",,91%,,Jane is on the hunt for a rockin' one-night stand before an impending arrival.
tt10228534,Julian Acosta,"Julian Acosta, Antonio Macia",6.0,91%,8min,An argument between two families in a thrift store erupts into a full-scale brawl.
tt10230414,"Sudhir Mishra, Sachin Krishn","Niren Bhatt, Manu Joseph, Abhijeet Khuman",6.8,91%,1h 54min,
tt10230492,Tommy Walton,Jody Thompson,5.6,91%,1h 22min,
tt10233406,Pascal Bourdiaux,"Julien Leimdorfer, Gaël Leforestier, Mathias Gavarry",3.9,91%,1h 24min,"Back-to-school. For troublemaker Toto, it's the best place for fooling around. But when a sculpture collapses during the opening of a museum, Toto is immediately blamed, and now he has to prove his innocence."
tt10236882,Andreas Mortensen,Andreas Mortensen,,91%,,Benjamin has traveled to the underworld for a chance to see his dead girlfriend again.
tt10235718,Dennis Dugan,"Eileen Conn, Dennis Dugan, Larry Miller",4.8,91%,1h 36min,
tt10236686,Flora Tennant,Flora Tennant,,90%,,"Arabella has her eye on Fred which means it's not easy. So when she (and Fred) attend the Tall Man's party, she is self conscious. Afterwards, to make herself feel better, she invites Eve round for her version of a party. And of course it's easy around Eve. So with a wave of self assuredness, she invites Fred round. But again she is self-conscious around him. So Arabe... Leer todo"
tt10243018,Stefánia Lovasová,Stefánia Lovasová,,90%,,Short drama with elements of comedy exposing author's point of view on contemporary communication and relationships issues.
tt10244472,Abhimanyu Mukherjee,Abhimanyu Mukherjee,4.3,90%,2h 8min,A grocery store in a north Kolkata neighbourhood stands in the way of developers looking to build a mall there. The film follows a group as they seek to save the shop from being razed.
tt10243514,Jenny Kleiman,Jenny Kleiman,,90%,,"When an electric outage threatens Landry Family Furniture's ""Going Out of Business"" sale, Martha Landry attempts to reconnect the power and her fractured family."
tt10247640,Magdolna Cecília Eröss,Mario LagóMiron Manega,,68%,,Dirección
tt10251538,Ludovic Bernard,"Ariel Winograd, Mariano Vera, Juan Vera",5.4,68%,1h 44min,
tt10252330,Wolfgang Groos,Robert Löhr,6.5,68%,1h 44min,Three frustrated pensioners volunteer themselves as Grand-Godparents to three stressed children.
tt10160896,"Baron Davis, Steven V. Vasquez Jr.Carl Reid","Baron Davis, Carl Reid, Pamela Azmi-Andrew",3.8,57%,1h 50min,"Domino: Battle of the Bones is a feel-good comedy about an elderly black man who teams up with his awkward, white step-grandson to defeat his rival in a domino tournament."
tt10166738,Grant James,Dan C. Johnson,,57%,,Dirección
tt10188398,Maceo Greenberg,Maceo Greenberg,5.4,88%,1h 46min,"After learning their company has been illicitly spying, collecting and selling data on them, three millennial friends band together to fight back against a lecherous boss and the company's maniacal, Tarzan-obsessed CEO."
tt10189338,Alessandro Sarti,"Alessandro Sarti, Guido Zipoli",,88%,,Dirección
tt10207180,Ryan Simpkins,Ryan Simpkins,4.9,70%,11min,"Beth wakes up after a night she can't remember to discover her guitar missing. She'll go through hell to get it back. But, like, after some aspirin."
tt10223204,Brett Puglisi,Brett Puglisi,,21%,,"When Edward, a determined father struggling with anger issues and a coke addiction, searches for his daughter at his druggie brother's crazy party, he must keep her from making the same mistakes he made and reconnect with them both."
tt10228134,Tanya Wexler,Scott Wascha,5.6,41%,1h 31min,
tt10228134,Tanya Wexler,Scott Wascha,5.6,67%,1h 31min,
tt10229984,,,,41%,,
tt10232622,Grace Kim,Grace Kim,,41%,,"A portrait of a woman's humdrum existence told from the perspective of a voyeuristic, unlikely love interest."
tt10254354,Bryan Fox,"Bryan Fox, Jocelyn Saenz",,00%,,A redneck man cheats on his redneck wife. She leaves him and gets a job at his favorite hunting and fishing store. He wants to win her back for the family discount.
tt10261794,,"Samuel Ashurov, Jon Cohen, Raza Rizvi",,00%,,"During a night of partying in a closed bowling alley, a vengeful killer picks off a group of young adults one-by-one and seeks the blood of their friend: a deaf, teen bowling prodigy, all in order to score a perfect 300."
tt10275546,Halitha Shameem,"Suman Kumar, Halitha Shameem",7.0,00%,2h 33min,
tt10273556,Karisa Bruin,Nora Heidenreich,,00%,,"Young sisters Rose and Julia decide they must kill their dying mother's psychotic cat. A dark comedy about what it means to grieve appropriately, and what it likes to ""deal with"" death and loss."
tt10290510,Carlos Therón,"Manuel Burque, Josep Gatell, Giampaolo Morelli",5.5,00%,1h 30min,
tt10300570,M. Manikandan,M. Manikandan,8.8,00%,2h 2min,The last active farmer in a remote village tries to hold out against a property developer.
tt10318096,Damion Damaske,Damion Damaske,5.9,00%,2021,"A quirky dramedy about a group of diverse fighters with special abilities who once saved the world from a great evil, who then reunite years later while coping with the mundane existential ennui of crumbling marriages, unfulfilling jobs, and drug abuse. Best described as Mortal Kombat meets The Big Chill."
tt10318096,Damion Damaske,Damion Damaske,5.9,47%,2021,"A quirky dramedy about a group of diverse fighters with special abilities who once saved the world from a great evil, who then reunite years later while coping with the mundane existential ennui of crumbling marriages, unfulfilling jobs, and drug abuse. Best described as Mortal Kombat meets The Big Chill."
tt10332588,Jude Weng,Christina Strain,6.1,82%,2h 3min,
tt10332588,Jude Weng,Christina Strain,6.1,49%,2h 3min,
tt10329022,José Ramón Chávez,Carla Sierra,5.4,82%,1h 30min,"Su is coping with the loss of her fiance. Her therapist gives her some instructions to get over her depression. Matias and Gil, best friends of Su's dead fiance, try to help her accomplish these goals. One of them is having a female friend that allows her to connect with her feminine side. After several failed attempts, Su meets Ana, who will change Su's life."
tt10337974,David Townsend,David Townsend,,82%,,A highly intelligent autistic (Paul Dewdney) gets sent to jail for multiple unpaid speeding tickets where he has to survive his difficult cell-mate and convict leader Mouthy Mike (Adrian Perez).
tt10340460,Carlo Verdone,"Pasquale Plastino, Carlo Verdone, Giovanni Veronesi",5.4,94%,1h 45min,"A group of doctors find out that a coworker is seriously ill, but they can't find the courage to let him know."
tt10339052,Lina Roessler,Anthony Grieco,6.2,94%,1h 42min,
tt10341040,Samuel Tourneux,"Gerry Swallow, Jules Verne, David Michel",4.7,27%,1h 22min,
tt10345184,Julie Pacino,Julie Pacino,,00%,,Dirección
tt10350920,Joel Ström,Joel Ström,,00%,,Dirección
tt10355058,Billy Dickson,Bill Myers,5.4,50%,1h 29min,"Using quirky inventions from a spy backpack, young Bernie Dingledorf, his dog, and two best friends, are the only ones who can save the world by facing bullies, thwarting circus clowns and destroying Dr. Chuckles evil laugh generator."
